"fecha","provincia","codigo_indec_provincia","departamento","codigo_indec_departamento","localidad","codigo_indec_localidad","origen_financiamiento","tipo","ultima_actualizacion","total","positivos"
"2020-07-04","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-08-14","125","7"
"2020-07-04","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Público","Provincial","2020-08-14","59","18"
"2020-07-04","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","30",
"2020-07-04","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Privado","2020-08-14","151","62"
"2020-07-04","Río Negro","62","General Roca","042","CINCO SALTOS","390","Público","Provincial","2020-08-14","1",
"2020-07-04","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","214","112"
"2020-07-04","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-08-14","27","4"
"2020-07-04","Buenos Aires","06","La Matanza","427","ISIDRO CASANOVA","010","Público","Provincial","2020-08-14","74","40"
"2020-07-04","Buenos Aires","06","Olavarría","595","OLAVARRIA","070","Público","Municipal","2020-08-14","18","1"
"2020-07-04","Chubut","26","Escalante","021","COMODORO RIVADAVIA","030","Público","Provincial","2020-08-14","49","7"
"2020-07-04","CABA","02","COMUNA 04","004","BARRACAS","010","Público","Municipal","2020-08-14","117","51"
"2020-07-04","Salta","66","Capital","028","SALTA","050","Privado","Privado","2020-08-14","43",
"2020-07-04","CABA","02","COMUNA 11","011","VILLA DEL PARQUE","010","Privado","Privado","2020-08-14","5","3"
"2020-07-04","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Provincial","2020-08-14","5",
"2020-07-04","Buenos Aires","06","Merlo","539","SAN ANTONIO DE PADUA","010","Público","Municipal","2020-08-14","32","4"
"2020-07-04","Buenos Aires","06","La Matanza","427","RAMOS MEJIA","010","Privado","Privado","2020-08-14","26","20"
"2020-07-04","Buenos Aires","06","Chivilcoy","224","CHIVILCOY","010","Privado","Privado","2020-08-14","1",
"2020-07-04","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","87","15"
"2020-07-04","Buenos Aires","06","Merlo","539","PONTEVEDRA","010","Público","Municipal","2020-08-14","2",
"2020-07-04","CABA","02","COMUNA 01","001","MONSERRAT","010","Privado","Privado","2020-08-14","1",
"2020-07-04","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","68","6"
"2020-07-04","Río Negro","62","General Roca","042","VILLA MANZANO","550","Público","Provincial","2020-08-14","1",
"2020-07-04","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Provincial","2020-08-14","2",
"2020-07-04","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Universitario público","2020-08-14","293","104"
"2020-07-04","Buenos Aires","06","Mercedes","532","MERCEDES","020","Público","Provincial","2020-08-14","27","19"
"2020-07-04","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","47","18"
"2020-07-04","Corrientes","18","Capital","021","CORRIENTES","020","Público","Provincial","2020-08-14","4","1"
"2020-07-04","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-08-14","13","2"
"2020-07-04","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-08-14","119","13"
"2020-07-04","Chubut","26","Rawson","077","TRELEW","040","Público","Provincial","2020-08-14","5",
"2020-07-04","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-08-14","76","21"
"2020-07-04","Chaco","22","Bermejo","014","LAS PALMAS","040","Público","Provincial","2020-08-14","1",
"2020-07-04","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-08-14","10","2"
"2020-07-04","Chaco","22","San Fernando","140","RESISTENCIA","060","Privado","Privado","2020-08-14","12","3"
"2020-07-04","CABA","02","COMUNA 01","001","CONSTITUCION","010","Privado","Privado","2020-08-14","8",
"2020-07-04","Catamarca","10","Capital","049","SAN FERNANDO DEL VALLE DE CATAMARCA","030","Público","Provincial","2020-08-14","68","5"
"2020-07-04","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-08-14","55","3"
"2020-07-04","CABA","02","COMUNA 09","009","LINIERS","010","Público","Municipal","2020-08-14","1",
"2020-07-04","Buenos Aires","06","Quilmes","658","BERNAL","010","Público","Nacional","2020-08-14","173","104"
"2020-07-04","Buenos Aires","06","La Plata","441","LA PLATA","030","Privado","Privado","2020-08-14","2","2"
"2020-07-04","Buenos Aires","06","Malvinas Argentinas","515","PABLO NOGUES","060","Público","Municipal","2020-08-14","343","98"
"2020-07-04","Río Negro","62","General Roca","042","ALLEN","010","Público","Provincial","2020-08-14","1","1"
"2020-07-04","Río Negro","62","General Roca","042","GENERAL ROCA","450","Público","Provincial","2020-08-14","26","11"
"2020-07-04","CABA","02","COMUNA 03","003","BALVANERA","010","Privado","Privado","2020-08-14","16","6"
"2020-07-04","CABA","02","COMUNA 06","006","CABALLITO","010","Privado","Privado","2020-08-14","10","10"
"2020-07-04","CABA","02","COMUNA 13","013","BELGRANO","010","Privado","Privado","2020-08-14","7",
"2020-07-04","Jujuy","38","Ledesma","035","CALILEGUA","040","Público","Provincial","2020-08-14","1",
"2020-07-04","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","468","141"
"2020-07-04","Buenos Aires","06","Pergamino","623","PERGAMINO","100","Público","Nacional","2020-08-14","73","23"
"2020-07-04","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","19","1"
"2020-07-04","Santiago del Estero","86","Capital","049","SANTIAGO DEL ESTERO","110","Público","Provincial","2020-08-14","70",
"2020-07-04","CABA","02","COMUNA 04","004","BARRACAS","010","Privado","Privado","2020-08-14","31","15"
"2020-07-04","Buenos Aires","06","Hurlingham","408","HURLINGHAM","010","Público","Nacional","2020-08-14","349","113"
"2020-07-04","CABA","02","COMUNA 03","003","BALVANERA","010","Privado","Obra social","2020-08-14","14","2"
"2020-07-04","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","34","16"
"2020-07-04","CABA","02","COMUNA 12","012","SAAVEDRA","010","Privado","Privado","2020-08-14","3","3"
"2020-07-04","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Provincial","2020-08-14","1",
"2020-07-04","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Público","Provincial","2020-08-14","2",
"2020-07-04","Córdoba","14","General San Martín","042","VILLA MARIA","170","Privado","Privado","2020-08-14","1",
"2020-07-04","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","364","137"
"2020-07-04","Neuquén","58","Confluencia","035","PLAZA HUINCUL","090","Público","Provincial","2020-08-14","1",
"2020-07-04","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-08-14","68","22"
"2020-07-04","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Universitario público","2020-08-14","803","287"
"2020-07-04","Chaco","22","Comandante Fernández","021","PRESIDENCIA ROQUE SAENZ PENA","010","Público","Provincial","2020-08-14","36","3"
"2020-07-04","Buenos Aires","06","Lobería","476","LOBERIA","030","Privado","Privado","2020-08-14","1",
"2020-07-04","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Municipal","2020-08-14","39","16"
"2020-07-04","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Privado","Privado","2020-08-14","269","82"
"2020-07-04","CABA","02","COMUNA 13","013","COLEGIALES","010","Privado","Privado","2020-08-14","2",
"2020-07-04","La Pampa","42","Capital","021","SANTA ROSA","020","Público","Provincial","2020-08-14","4",
"2020-07-04","Río Negro","62","General Roca","042","GENERAL ROCA","450","Privado","Privado","2020-08-14","5",
"2020-07-04","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-08-14","80","22"
"2020-07-04","CABA","02","COMUNA 04","004","BOCA","010","Público","Municipal","2020-08-14","68","41"
"2020-07-04","Chubut","26","Biedma","007","PUERTO MADRYN","020","Privado","Privado","2020-08-14","7","5"
"2020-07-05","Buenos Aires","06","Escobar","252","GARIN","010","Público","Municipal","2020-08-14","35","18"
"2020-07-05","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Privado","2020-08-14","11","2"
"2020-07-05","CABA","02","COMUNA 06","006","CABALLITO","010","Público","Municipal","2020-08-14","77","28"
"2020-07-05","Buenos Aires","06","Azul","049","AZUL","020","Público","Provincial","2020-08-14","24","1"
"2020-07-05","Mendoza","50","Capital","007","3A. SECCION","010","Público","Provincial","2020-08-14","9","3"
"2020-07-05","Santa Cruz","78","Güer Aike","021","RIO GALLEGOS","040","Público","Provincial","2020-08-14","1",
"2020-07-05","CABA","02","COMUNA 04","004","BOCA","010","Público","Municipal","2020-08-14","47","17"
"2020-07-05","CABA","02","COMUNA 12","012","COGHLAN","010","Público","Municipal","2020-08-14","4","4"
"2020-07-05","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-08-14","116","8"
"2020-07-05","Río Negro","62","General Roca","042","GENERAL ROCA","450","Público","Provincial","2020-08-14","1","1"
"2020-07-05","Buenos Aires","06","Avellaneda","035","WILDE","010","Público","Provincial","2020-08-14","4","4"
"2020-07-05","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-08-14","63",
"2020-07-05","CABA","02","COMUNA 02","002","RECOLETA","010","Privado","Privado","2020-08-14","469","231"
"2020-07-05","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Privado","Privado","2020-08-14","1","1"
"2020-07-05","Salta","66","San Carlos","154","ANGASTACO","010","Público","Provincial","2020-08-14","1",
"2020-07-05","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","13",
"2020-07-05","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-08-14","316","127"
"2020-07-05","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Universitario público","2020-08-14","665","252"
"2020-07-05","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-08-14","99","3"
"2020-07-05","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-08-14","11","3"
"2020-07-05","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Provincial","2020-08-14","5",
"2020-07-05","Chaco","22","San Fernando","140","RESISTENCIA","060","Privado","Privado","2020-08-14","6",
"2020-07-05","CABA","02","COMUNA 09","009","LINIERS","010","Público","Municipal","2020-08-14","1",
"2020-07-05","Buenos Aires","06","Malvinas Argentinas","515","PABLO NOGUES","060","Público","Municipal","2020-08-14","19","7"
"2020-07-05","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","73","10"
"2020-07-05","CABA","02","COMUNA 06","006","CABALLITO","010","Privado","Privado","2020-08-14","6","6"
"2020-07-05","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-08-14","81","20"
"2020-07-05","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Público","Provincial","2020-08-14","12","1"
"2020-07-05","Mendoza","50","Guaymallén","028","GUAYMALLEN","020","Público","Provincial","2020-08-14","16",
"2020-07-05","CABA","02","COMUNA 03","003","SAN CRISTOBAL","010","Privado","Privado","2020-08-14","2","2"
"2020-07-05","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-08-14","170","36"
"2020-07-05","Río Negro","62","General Roca","042","GENERAL ROCA","450","Privado","Privado","2020-08-14","3",
"2020-07-05","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","375","152"
"2020-07-05","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Municipal","2020-08-14","259","108"
"2020-07-05","CABA","02","COMUNA 04","004","BARRACAS","010","Público","Municipal","2020-08-14","220","63"
"2020-07-05","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","39","12"
"2020-07-05","CABA","02","COMUNA 03","003","BALVANERA","010","Privado","Privado","2020-08-14","3",
"2020-07-05","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-08-14","28","21"
"2020-07-05","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-08-14","152","76"
"2020-07-05","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","423","210"
"2020-07-05","Jujuy","38","Dr. Manuel Belgrano","021","SAN SALVADOR DE JUJUY","060","Público","Provincial","2020-08-14","305","21"
"2020-07-05","CABA","02","COMUNA 07","007","FLORES","010","Público","Municipal","2020-08-14","67","29"
"2020-07-05","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-08-14","66","54"
"2020-07-05","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Público","Provincial","2020-08-14","22","15"
"2020-07-05","CABA","02","COMUNA 10","010","MONTE CASTRO","010","Público","Municipal","2020-08-14","2","1"
"2020-07-05","Buenos Aires","06","Tres Arroyos","833","TRES ARROYOS","100","Público","Municipal","2020-08-14","1",
"2020-07-05","Neuquén","58","Confluencia","035","NEUQUEN","070","Privado","Privado","2020-08-14","5","1"
"2020-07-05","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-08-14","2","1"
"2020-07-05","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-08-14","1",
"2020-07-05","CABA","02","COMUNA 14","014","PALERMO","010","Público","FFAA/Seguridad","2020-08-14","30","22"
"2020-07-05","Salta","66","Capital","028","SALTA","050","Privado","Privado","2020-08-14","24","2"
"2020-07-05","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","230","75"
"2020-07-05","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","22","5"
"2020-07-05","CABA","02","COMUNA 13","013","COLEGIALES","010","Privado","Privado","2020-08-14","1",
"2020-07-05","CABA","02","COMUNA 03","003","BALVANERA","010","Público","Municipal","2020-08-14","68","29"
"2020-07-05","CABA","02","COMUNA 01","001","CONSTITUCION","010","Privado","Privado","2020-08-14","1",
"2020-07-05","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Provincial","2020-08-14","45","7"
"2020-07-05","Santiago del Estero","86","Capital","049","SANTIAGO DEL ESTERO","110","Público","Provincial","2020-08-14","53",
"2020-07-05","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Municipal","2020-08-14","37","26"
"2020-07-05","CABA","02","COMUNA 11","011","VILLA DEL PARQUE","010","Privado","Privado","2020-08-14","5","5"
"2020-07-05","CABA","02","COMUNA 04","004","BARRACAS","010","Privado","Privado","2020-08-14","28","11"
"2020-07-05","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Municipal","2020-08-14","2","1"
"2020-07-05","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Municipal","2020-08-14","8","1"
"2020-07-05","Chaco","22","Comandante Fernández","021","PRESIDENCIA ROQUE SAENZ PENA","010","Público","Provincial","2020-08-14","19","2"
"2020-07-05","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-08-14","153","22"
"2020-07-05","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","4","2"
"2020-07-05","Buenos Aires","06","Lanús","434","LANUS ESTE","010","Público","Provincial","2020-08-14","1",
"2020-07-05","Buenos Aires","06","Presidente Perón","648","GUERNICA","010","Privado","Privado","2020-08-14","4","4"
"2020-07-05","CABA","02","COMUNA 05","005","BOEDO","010","Privado","Privado","2020-08-14","93","38"
"2020-07-05","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-08-14","28","4"
"2020-07-05","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Privado","Privado","2020-08-14","16","6"
"2020-07-05","Buenos Aires","06","Morón","568","MORON","010","Público","Municipal","2020-08-14","1",
"2020-07-05","Chubut","26","Escalante","021","COMODORO RIVADAVIA","030","Público","Provincial","2020-08-14","11","3"
"2020-07-05","CABA","02","COMUNA 01","001","RETIRO","010","Privado","Privado","2020-08-14","91","55"
"2020-07-05","Buenos Aires","06","Junín","413","JUNIN","050","Público","Provincial","2020-08-14","45","7"
"2020-07-05","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-08-14","5",
"2020-07-05","Buenos Aires","06","Olavarría","595","OLAVARRIA","070","Público","Municipal","2020-08-14","1",
"2020-07-05","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-08-14","1",
"2020-07-05","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-08-14","2",
"2020-07-05","CABA","02","COMUNA 14","014","PALERMO","010","Público","Municipal","2020-08-14","14","7"
"2020-07-05","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-08-14","1",
"2020-07-05","CABA","02","COMUNA 07","007","FLORES","010","Privado","Privado","2020-08-14","88","54"
"2020-07-05","CABA","02","COMUNA 03","003","BALVANERA","010","Privado","Obra social","2020-08-14","15","4"
"2020-07-05","Buenos Aires","06","Hurlingham","408","HURLINGHAM","010","Público","Nacional","2020-08-14","13","2"
"2020-07-05","CABA","02","COMUNA 15","015","VILLA CRESPO","010","Privado","Privado","2020-08-14","6","1"
"2020-07-05","Buenos Aires","06","José C. Paz","412","JOSE C. PAZ","010","Público","Municipal","2020-08-14","1","1"
"2020-07-05","Buenos Aires","06","Lanús","434","VALENTIN ALSINA","010","Público","Provincial","2020-08-14","99","45"
"2020-07-05","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","51","6"
"2020-07-05","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Obra social","2020-08-14","1",
"2020-07-05","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Privado","Privado","2020-08-14","1",
"2020-07-05","Río Negro","62","General Roca","042","CIPOLLETTI","400","Privado","Privado","2020-08-14","2",
"2020-07-05","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-08-14","267","128"
"2020-07-05","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Provincial","2020-08-14","2",
"2020-07-05","Catamarca","10","Capital","049","SAN FERNANDO DEL VALLE DE CATAMARCA","030","Público","Provincial","2020-08-14","44","1"
"2020-07-06","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-08-14","368","100"
"2020-07-06","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Privado","2020-08-14","51","9"
"2020-07-06","Río Negro","62","General Roca","042","CIPOLLETTI","400","Privado","Privado","2020-08-14","1",
"2020-07-06","Buenos Aires","06","Mercedes","532","MERCEDES","020","Público","Provincial","2020-08-14","76","46"
"2020-07-06","Buenos Aires","06","Quilmes","658","QUILMES OESTE","010","Privado","Privado","2020-08-14","38","20"
"2020-07-06","Río Negro","62","General Roca","042","VILLA REGINA","560","Público","Provincial","2020-08-14","6","2"
"2020-07-06","CABA","02","COMUNA 07","007","FLORES","010","Privado","Privado","2020-08-14","79","22"
"2020-07-06","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","47","14"
"2020-07-06","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","49","15"
"2020-07-06","La Pampa","42","Capital","021","SANTA ROSA","020","Público","Provincial","2020-08-14","3",
"2020-07-06","CABA","02","COMUNA 11","011","VILLA DEL PARQUE","010","Privado","Privado","2020-08-14","25","2"
"2020-07-06","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Público","Provincial","2020-08-14","46","18"
"2020-07-06","Mendoza","50","Capital","007","3A. SECCION","010","Público","Provincial","2020-08-14","37","6"
"2020-07-06","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Privado","Privado","2020-08-14","34",
"2020-07-06","Buenos Aires","06","Pergamino","623","PERGAMINO","100","Público","Nacional","2020-08-14","61","16"
"2020-07-06","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-08-14","223","40"
"2020-07-06","Entre Ríos","30","Paraná","084","PARANA","160","Privado","Privado","2020-08-14","2",
"2020-07-06","Jujuy","38","Dr. Manuel Belgrano","021","SAN SALVADOR DE JUJUY","060","Público","Provincial","2020-08-14","200","32"
"2020-07-06","Buenos Aires","06","Quilmes","658","BERNAL","010","Público","Nacional","2020-08-14","106","65"
"2020-07-06","CABA","02","COMUNA 05","005","BOEDO","010","Privado","Privado","2020-08-14","139","57"
"2020-07-06","Corrientes","18","Capital","021","CORRIENTES","020","Privado","Privado","2020-08-14","1","1"
"2020-07-06","Santa Cruz","78","Deseado","014","CALETA OLIVIA","010","Público","Provincial","2020-08-14","5",
"2020-07-06","CABA","02","COMUNA 09","009","LINIERS","010","Público","Municipal","2020-08-14","2","1"
"2020-07-06","CABA","02","COMUNA 13","013","COLEGIALES","010","Privado","Privado","2020-08-14","1",
"2020-07-06","La Rioja","46","Capital","014","LA RIOJA","010","Privado","Privado","2020-08-14","3",
"2020-07-06","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-08-14","269","140"
"2020-07-06","CABA","02","COMUNA 06","006","CABALLITO","010","Privado","Privado","2020-08-14","11","9"
"2020-07-06","Mendoza","50","Guaymallén","028","GUAYMALLEN","020","Público","Provincial","2020-08-14","10","5"
"2020-07-06","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-08-14","4",
"2020-07-06","Buenos Aires","06","Hurlingham","408","HURLINGHAM","010","Público","Nacional","2020-08-14","90","12"
"2020-07-06","Buenos Aires","06","San Miguel","760","BELLA VISTA","010","Público","Municipal","2020-08-14","32","12"
"2020-07-06","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","341","125"
"2020-07-06","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Municipal","2020-08-14","63","23"
"2020-07-06","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Privado","Mutual","2020-08-14","1",
"2020-07-06","Buenos Aires","06","San Isidro","756","MARTINEZ","010","Privado","Privado","2020-08-14","1",
"2020-07-06","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-08-14","572","246"
"2020-07-06","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Municipal","2020-08-14","258","86"
"2020-07-06","Buenos Aires","06","San Miguel","760","CAMPO DE MAYO","010","Público","FFAA/Seguridad","2020-08-14","1",
"2020-07-06","La Rioja","46","Chilecito ","042","CHILECITO","010","Público","Provincial","2020-08-14","1",
"2020-07-06","Río Negro","62","General Roca","042","ALLEN","010","Público","Provincial","2020-08-14","2",
"2020-07-06","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-08-14","50","43"
"2020-07-06","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-08-14","46","1"
"2020-07-06","Buenos Aires","06","Lanús","434","VALENTIN ALSINA","010","Público","Provincial","2020-08-14","32","12"
"2020-07-06","CABA","02","COMUNA 13","013","BELGRANO","010","Privado","Privado","2020-08-14","7",
"2020-07-06","CABA","02","COMUNA 07","007","FLORES","010","Público","Municipal","2020-08-14","113","31"
"2020-07-06","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","28","11"
"2020-07-06","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","28","6"
"2020-07-06","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-08-14","175",
"2020-07-06","Catamarca","10","Capital","049","SAN FERNANDO DEL VALLE DE CATAMARCA","030","Público","Provincial","2020-08-14","34",
"2020-07-06","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","20",
"2020-07-06","Chubut","26","Biedma","007","PUERTO MADRYN","020","Privado","Privado","2020-08-14","9",
"2020-07-06","Buenos Aires","06","La Plata","441","VILLA ELISA","030","Privado","Privado","2020-08-14","6",
"2020-07-06","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-08-14","72",
"2020-07-06","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-08-14","8",
"2020-07-06","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","29","7"
"2020-07-06","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-08-14","31","1"
"2020-07-06","Buenos Aires","06","Junín","413","JUNIN","050","Público","Provincial","2020-08-14","28","1"
"2020-07-06","Buenos Aires","06","San Fernando","749","VIRREYES","010","Público","Municipal","2020-08-14","12","6"
"2020-07-06","Buenos Aires","06","Olavarría","595","OLAVARRIA","070","Público","Municipal","2020-08-14","34","4"
"2020-07-06","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-08-14","206","19"
"2020-07-06","CABA","02","COMUNA 14","014","PALERMO","010","Público","FFAA/Seguridad","2020-08-14","32","15"
"2020-07-06","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Privado","Privado","2020-08-14","40","9"
"2020-07-06","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Provincial","2020-08-14","9",
"2020-07-06","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-08-14","55",
"2020-07-06","CABA","02","COMUNA 01","001","RETIRO","010","Privado","Privado","2020-08-14","198","99"
"2020-07-06","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-08-14","1",
"2020-07-06","Santa Cruz","78","Lago Argentino","028","EL CALAFATE","010","Público","Nacional","2020-08-14","2",
"2020-07-06","CABA","02","COMUNA 04","004","BARRACAS","010","Privado","Privado","2020-08-14","20","13"
"2020-07-06","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","422","139"
"2020-07-06","Buenos Aires","06","Zárate ","882","ZARATE","050","Público","Municipal","2020-08-14","1","1"
"2020-07-06","Salta","66","Capital","028","SALTA","050","Privado","Privado","2020-08-14","182","27"
"2020-07-06","Entre Ríos","30","Paraná","084","CRESPO","070","Privado","Privado","2020-08-14","1",
"2020-07-06","Río Negro","62","General Roca","042","GENERAL ROCA","450","Público","Provincial","2020-08-14","37","11"
"2020-07-06","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","464","204"
"2020-07-06","CABA","02","COMUNA 12","012","COGHLAN","010","Público","Municipal","2020-08-14","4","4"
"2020-07-06","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Provincial","2020-08-14","27","9"
"2020-07-06","CABA","02","COMUNA 04","004","BOCA","010","Público","Municipal","2020-08-14","83","31"
"2020-07-06","Río Negro","62","General Roca","042","INGENIERO LUIS A. HUERGO","460","Público","Provincial","2020-08-14","8","2"
"2020-07-06","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-08-14","112","2"
"2020-07-06","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-08-14","21","6"
"2020-07-06","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Universitario público","2020-08-14","244","103"
"2020-07-06","Jujuy","38","San Pedro","063","LA ESPERANZA","070","Público","Provincial","2020-08-14","1","1"
"2020-07-06","Buenos Aires","06","Merlo","539","SAN ANTONIO DE PADUA","010","Público","Municipal","2020-08-14","49","8"
