residencia_provincia_nombre,sepi_apertura,n,max_fecha_diagnostico,max_fecha_inicio_sintomas,count_fecha_diagnostico,confirmados,descartados,sospechosos,fallecidos,tests,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento,dias.inicio,confirmados.inc,confirmados.rate,fallecidos.inc,tests.inc,tests.rate,sospechosos.inc
Tierra del Fuego,33,4891,2020-10-01,2020-09-26,175,1482,3356,53,33,4760,0,0.021,0.022,0.311,53,0.036,21,0.014,20,0.013,8.1,5.7,11.4,19.9,24,NA,NA,NA,NA,NA,NA
Tierra del Fuego,34,5666,2020-10-02,2020-09-26,183,1804,3790,72,41,5428,0,0.022,0.023,0.332,61,0.034,25,0.014,24,0.013,7.9,5.9,11.7,19.8,25,NA,NA,NA,NA,NA,NA
Tierra del Fuego,35,6380,2020-10-02,2020-09-26,188,2099,4151,130,47,5973,0,0.021,0.022,0.351,70,0.033,27,0.013,26,0.012,7.7,6.5,11.8,19.2,26,NA,NA,NA,NA,NA,NA
Tierra del Fuego,36,7417,2020-10-02,2020-09-26,193,2446,4711,260,53,6778,0,0.02,0.022,0.361,82,0.034,32,0.013,30,0.012,7.5,6.8,11.2,18.9,27,NA,NA,NA,NA,NA,NA
Tierra del Fuego,37,8406,2020-10-02,2020-09-26,198,2833,5268,305,60,7594,0,0.019,0.021,0.373,90,0.032,33,0.012,31,0.011,7.2,7.5,11.1,18.2,28,NA,NA,NA,NA,NA,NA
Tierra del Fuego,38,9585,2020-10-02,2020-09-26,199,3286,5942,357,64,8582,0,0.018,0.019,0.383,97,0.03,34,0.01,31,0.009,7.2,8.8,11.2,17.7,29,NA,NA,NA,NA,NA,NA
Tierra del Fuego,39,11060,2020-10-02,2020-09-26,199,3992,6616,452,68,9748,0,0.015,0.017,0.41,101,0.025,35,0.009,31,0.008,7.1,9.9,11,17.2,30,NA,NA,NA,NA,NA,NA
Tierra del Fuego,40,12514,2020-10-02,2020-09-30,199,4624,7044,846,69,10687,0,0.013,0.015,0.433,103,0.022,37,0.008,32,0.007,7,10,10.6,17.1,31,NA,NA,NA,NA,NA,NA
Tucumán,11,15,2020-03-22,2020-03-12,4,2,13,0,1,15,0,0.5,0.5,0.133,1,0.5,1,0.5,0,0,11.5,4.5,3,18,0,NA,NA,NA,NA,NA,NA
Tucumán,12,58,2020-03-25,2020-03-19,9,8,49,1,1,55,0,0.111,0.125,0.145,4,0.5,2,0.25,1,0.125,8.5,3.5,4,18,1,NA,NA,NA,NA,NA,NA
Tucumán,13,172,2020-05-12,2020-03-28,16,16,155,1,3,168,0,0.176,0.188,0.095,6,0.375,4,0.25,2,0.125,7.9,4.2,5,15,2,NA,NA,NA,NA,NA,NA
Tucumán,14,303,2020-09-19,2020-04-03,21,25,277,1,4,298,0,0.154,0.16,0.084,9,0.36,4,0.16,2,0.08,17,5.9,5,14.2,3,NA,NA,NA,NA,NA,NA
Tucumán,15,440,2020-09-19,2020-04-10,31,32,406,2,4,433,0,0.118,0.125,0.074,9,0.281,4,0.125,2,0.062,27.1,7.6,5,14.2,4,NA,NA,NA,NA,NA,NA
Tucumán,16,675,2020-09-19,2020-04-18,40,37,635,3,4,666,0,0.1,0.108,0.056,10,0.27,5,0.135,2,0.054,38.8,7,4,14.2,5,NA,NA,NA,NA,NA,NA
Tucumán,17,1122,2020-09-19,2020-04-25,49,43,1076,3,4,1110,0,0.087,0.093,0.039,10,0.233,5,0.116,2,0.047,40,6.6,4,14.2,6,NA,NA,NA,NA,NA,NA
Tucumán,18,1694,2020-09-19,2020-05-13,54,46,1645,3,4,1682,0,0.082,0.087,0.027,10,0.217,5,0.109,2,0.043,40,6.6,4,14.2,7,NA,NA,NA,NA,NA,NA
Tucumán,19,2244,2020-09-26,2020-05-13,65,53,2188,3,4,2232,0,0.071,0.075,0.024,10,0.189,5,0.094,2,0.038,44.4,6.6,4,14.2,8,NA,NA,NA,NA,NA,NA
Tucumán,20,2801,2020-09-26,2020-05-15,72,58,2729,14,4,2778,0,0.056,0.069,0.021,10,0.172,5,0.086,2,0.034,46.9,6.6,4,14.2,9,NA,NA,NA,NA,NA,NA
Tucumán,21,3726,2020-09-26,2020-08-08,85,65,3643,18,4,3699,0,0.048,0.062,0.018,11,0.169,6,0.092,2,0.031,45.8,4.3,4,14.2,10,NA,NA,NA,NA,NA,NA
Tucumán,22,4574,2020-09-26,2020-09-28,93,68,4478,28,4,4537,0,0.042,0.059,0.015,11,0.162,6,0.088,2,0.029,44.7,4.2,4,14.2,11,NA,NA,NA,NA,NA,NA
Tucumán,23,5232,2020-09-26,2020-09-28,101,70,5128,34,4,5189,0,0.038,0.057,0.013,13,0.186,7,0.1,2,0.029,46,4.2,4,14.2,12,NA,NA,NA,NA,NA,NA
Tucumán,24,6016,2020-09-28,2020-09-28,119,96,5880,40,4,5967,0,0.029,0.042,0.016,23,0.24,10,0.104,2,0.021,43.4,0.9,4,14.2,13,NA,NA,NA,NA,NA,NA
Tucumán,25,6928,2020-09-28,2020-09-28,129,104,6729,95,4,6824,0,0.02,0.038,0.015,25,0.24,10,0.096,2,0.019,44.2,1,4,14.2,14,NA,NA,NA,NA,NA,NA
Tucumán,26,7790,2020-09-28,2020-09-28,133,112,7552,126,4,7655,0,0.017,0.036,0.015,27,0.241,10,0.089,2,0.018,44.2,1,4,14.2,15,NA,NA,NA,NA,NA,NA
Tucumán,27,8409,2020-09-30,2020-09-28,140,128,8122,159,4,8241,0,0.014,0.031,0.016,31,0.242,11,0.086,2,0.016,43.5,-0.6,3.3,14.2,16,NA,NA,NA,NA,NA,NA
Tucumán,28,9074,2020-09-30,2020-09-28,152,142,8748,184,4,8880,0,0.012,0.028,0.016,34,0.239,12,0.085,2,0.014,43.3,-1.6,3.3,14.2,17,NA,NA,NA,NA,NA,NA
Tucumán,29,9782,2020-09-30,2020-09-28,162,161,9380,241,4,9531,0,0.01,0.025,0.017,35,0.217,12,0.075,2,0.012,44.8,-1.3,3.3,14.2,18,NA,NA,NA,NA,NA,NA
Tucumán,30,10593,2020-09-30,2020-09-28,174,185,10131,277,4,10306,0,0.009,0.022,0.018,45,0.243,13,0.07,2,0.011,40.7,-0.3,3.3,14.2,19,NA,NA,NA,NA,NA,NA
Tucumán,31,12454,2020-10-02,2020-09-28,187,330,11527,597,5,11844,0,0.005,0.015,0.028,121,0.367,16,0.048,2,0.006,23.2,1.1,2.6,15,20,NA,NA,NA,NA,NA,NA
Tucumán,32,14731,2020-10-02,2020-09-28,191,539,13044,1147,7,13555,1,0.004,0.013,0.04,150,0.278,20,0.037,3,0.006,19.3,1.5,3.1,14.9,21,NA,NA,NA,NA,NA,NA
Tucumán,33,17032,2020-10-02,2020-09-28,194,809,14321,1900,13,15092,2,0.005,0.016,0.054,164,0.203,22,0.027,4,0.005,15.1,2.7,3.4,14,22,NA,NA,NA,NA,NA,NA
Tucumán,34,19500,2020-10-02,2020-09-28,196,1278,15019,3201,25,16253,2,0.006,0.02,0.079,174,0.136,25,0.02,5,0.004,11,3.1,3.7,14.5,23,NA,NA,NA,NA,NA,NA
Tucumán,35,22660,2020-10-02,2020-09-28,198,2424,15471,4761,43,17832,4,0.006,0.018,0.136,190,0.078,28,0.012,5,0.002,8,3.2,4.1,13.2,24,NA,NA,NA,NA,NA,NA
Tucumán,36,26767,2020-10-02,2020-09-28,198,4633,16507,5623,82,21048,4,0.008,0.018,0.22,219,0.047,35,0.008,8,0.002,7.4,3.6,4.1,11.1,25,NA,NA,NA,NA,NA,NA
Tucumán,37,31344,2020-10-02,2020-09-28,198,7411,17583,6345,105,24858,5,0.008,0.014,0.298,230,0.031,38,0.005,9,0.001,7.7,3.6,3.9,10.9,26,NA,NA,NA,NA,NA,NA
Tucumán,38,37007,2020-10-02,2020-09-30,198,10985,18008,8009,113,28833,5,0.006,0.01,0.381,247,0.022,42,0.004,10,0.001,8.5,3.7,3.9,10.7,27,NA,NA,NA,NA,NA,NA
Tucumán,39,42376,2020-10-02,2020-09-30,198,13736,18156,10479,127,31698,5,0.005,0.009,0.433,263,0.019,43,0.003,11,0.001,8.7,3.8,3.8,10.4,28,NA,NA,NA,NA,NA,NA
Tucumán,40,47016,2020-10-02,2020-10-01,198,16012,18305,12693,138,33972,6,0.005,0.009,0.471,274,0.017,44,0.003,12,0.001,8.6,3.9,3.9,10.2,29,NA,NA,NA,NA,NA,NA
